user_id,movie_id,view_count,liked,saved,shared,comment_count,search_count,interaction_count,target_score,last_interaction,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,avg_interaction_weight,favorite_genres,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,interaction_count_user,active_days,genres,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity
393,62,9,False,False,False,3,1,13,3.4,2026-04-01,892,60,116,9,24,29,159,0.24,Mystery|Romance|Drama,155,2024,30|43|47,64|9,421,637,Western|TV Movie,7.4,1981,181,Italy,False,False,43,33,6,866
249,40,12,False,False,True,1,2,16,4.3,2026-05-15,148,102,103,65,17,42,174,0.94,History|War,72,1996,5|32|21,19|79,532,47,Comedy|Drama|Crime,9.5,2003,121,Canada,False,False,50,29,45,3437
107,40,4,False,False,True,1,4,10,2.9,2025-02-17,961,430,71,78,10,126,214,0.48,Music|Family|Drama,71,1992,37|40|35,52,406,136,Comedy|Romance|Drama,6.5,2001,148,USA,False,False,44,40,29,632
425,85,12,True,True,False,1,5,20,5.9,2026-02-14,1175,96,15,59,17,74,7,1.09,Fantasy|Western,81,2014,57|32,14,421,624,Comedy|Action|Horror,8.5,1994,146,Iran,False,False,59,8,42,4059
66,164,5,False,False,True,1,3,10,3.0,2026-05-28,218,184,8,21,40,105,254,0.79,Western,101,2021,39|23|34,40|61|70,435,117,Fantasy,8.9,1994,118,Japan,True,False,14,52,50,3752
88,79,6,False,False,False,0,1,7,1.3,2025-03-14,1136,256,27,43,19,124,19,0.67,Western|War,100,1990,20|11,74|16|26,444,402,Science Fiction,6.5,2011,155,UK,False,False,46,18,10,2947
167,128,2,True,False,False,2,3,8,2.7,2025-12-03,953,475,61,5,3,72,265,0.62,Mystery|Action,148,2010,23|5,53|52|44,34,488,Fantasy,7.2,1984,111,Italy,False,False,41,21,20,2061
341,148,8,False,True,False,0,3,12,3.4,2026-03-19,299,487,39,41,3,3,131,1.07,Western|History,116,2000,18|4,38,558,494,War|TV Movie|Adventure,6.3,2002,117,Japan,False,False,12,60,11,3903
39,82,7,True,False,False,2,1,11,3.5,2025-01-05,540,341,87,69,4,112,113,0.9,Crime,85,1985,4|51|13,33,333,150,Action|War|Mystery,4.5,2020,115,Japan,False,False,26,45,5,938
108,117,0,True,False,False,1,3,5,1.8,2025-07-21,898,24,33,34,2,43,199,1.32,Adventure,79,1997,43|40,62,262,371,Horror|History|Western,9.7,2001,159,Korea,False,False,8,72,48,2622
75,112,4,True,False,False,3,0,8,3.3,2025-01-30,464,218,109,76,9,23,228,0.49,Western,87,1996,44|45|6,29|70,245,49,History|Family|Animation,8.4,1981,83,USA,False,False,46,69,7,3861
188,82,8,False,False,True,2,0,11,3.8,2025-09-14,866,50,44,15,37,5,72,0.56,Drama,94,2015,3|30,57,68,849,Romance|Mystery|Animation,8.3,1989,156,Japan,False,False,18,24,14,1189
168,134,5,False,True,False,0,5,11,3.0,2025-11-16,481,31,18,23,18,17,212,0.85,Mystery|Crime|History,146,2025,13,41|22,418,61,Horror|Crime|Fantasy,5.2,2001,136,Italy,False,False,5,49,43,718
63,199,11,False,False,True,1,3,16,4.2,2025-04-01,422,453,22,22,25,101,291,0.86,Crime|Drama,117,2005,57|18|29,61|14|38,567,626,Animation|Western,9.2,1996,136,Korea,False,False,43,58,7,2704
452,174,12,False,False,False,3,5,20,4.4,2025-06-12,684,337,86,67,28,25,75,0.47,TV Movie,138,2020,39|48|3,4|69|2,434,430,War,7.2,2007,119,UK,False,False,44,66,20,1323
231,182,9,False,False,False,3,1,13,3.4,2026-03-21,1159,397,21,52,29,56,225,0.8,Horror,87,1990,3|13,35|32,362,80,Drama|Comedy,6.9,2024,85,Canada,False,True,56,39,32,2148
76,28,12,False,False,False,3,2,17,4.1,2025-10-30,834,394,116,20,25,63,109,0.46,Music,159,2004,7|51|58,42|3,552,366,Documentary|War,4.8,1984,151,Italy,False,False,48,37,34,4465
198,30,2,False,False,True,1,5,9,2.6,2025-05-12,309,451,45,45,2,29,285,0.34,War,73,2021,54|31,60|6|71,324,559,Horror|Western|Science Fiction,9.3,1982,115,India,True,False,56,78,10,2255
199,103,8,True,True,False,2,2,14,5.3,2026-04-29,494,242,98,58,18,91,300,1.1,Horror|Fantasy,84,2002,57|10|56,15|22|5,423,477,Action|Mystery|Music,4.4,2006,149,India,False,False,19,48,39,3051
304,138,8,False,False,False,3,2,13,3.3,2025-05-20,257,467,26,69,40,139,129,0.32,Mystery,150,2001,1,1,208,735,Comedy|Adventure|Horror,6.9,2012,178,France,False,False,41,32,19,2451
325,173,13,False,True,False,3,3,20,5.9,2025-07-14,576,350,71,53,27,110,100,1.18,TV Movie|Drama,147,2004,59|9|42,78|68,383,71,TV Movie|Western|War,6.2,1996,144,UK,False,False,6,19,41,171
280,13,5,False,False,False,2,5,12,2.5,2026-05-17,720,159,12,80,28,30,78,0.56,Horror|Drama|Crime,143,2002,30,10|45,492,823,Action|Horror,5.8,1987,143,Japan,False,False,34,41,43,4672
341,39,10,False,False,False,2,4,16,3.4,2025-03-16,595,425,104,24,34,106,182,1.1,Adventure|Action|Family,119,2003,15,73,156,209,Fantasy,6.5,2010,82,Germany,False,False,23,72,43,3857
144,131,7,False,False,False,1,1,9,2.0,2025-01-25,221,409,47,66,32,98,112,1.29,Mystery,74,1985,45,79|45|32,187,524,Romance,5.7,2016,163,UK,False,True,2,21,47,2442
91,151,15,False,False,False,1,0,16,3.5,2025-08-18,1086,24,8,24,27,124,158,0.94,TV Movie,156,2025,50,52|41,36,899,Fantasy|Drama,5.7,2012,148,India,False,False,54,8,38,1347
441,110,10,False,False,False,2,4,16,3.4,2025-05-29,747,416,39,34,39,99,102,0.25,Action|Western,85,2018,32|47|48,31|76,59,833,War|Fantasy|Family,7.7,1984,105,India,False,False,12,5,11,651
280,27,13,False,False,False,3,0,16,4.1,2026-01-10,327,223,68,71,21,36,81,0.58,TV Movie|Science Fiction|Drama,162,2019,39|5|1,59|14,146,416,Comedy,6.3,1997,99,USA,True,False,21,17,17,748
235,9,12,False,False,False,0,4,16,2.8,2025-04-25,460,374,74,75,13,134,229,1.15,Comedy|Adventure,153,2003,59|58,55,500,511,War|Fantasy,4.8,2015,120,Italy,False,False,32,43,47,4747
99,90,13,True,False,True,1,4,20,5.7,2026-06-03,1156,250,81,52,31,73,238,0.44,Drama|Adventure|History,164,2004,20|2,48,374,752,Action,9.3,2023,82,France,False,False,35,58,8,3322
419,6,7,False,True,False,2,2,12,4.1,2026-01-23,714,99,111,30,15,142,53,0.48,Western|Adventure,85,1989,39|59|6,48|21|67,439,765,TV Movie|Crime,7.5,1982,174,Iran,False,False,13,34,44,1001
12,14,2,False,False,False,0,2,4,0.6,2026-01-03,380,213,41,43,40,51,295,1.34,Action|Science Fiction|History,169,2002,25|15|21,38,527,827,Western|Horror,9.0,2015,90,Germany,True,False,15,62,17,1415
46,26,9,False,False,True,2,5,17,4.5,2025-04-12,923,249,84,16,21,129,241,1.15,Crime|Fantasy,157,2003,58|4,27|77,175,139,Science Fiction,9.8,2018,127,USA,True,False,46,3,5,2499
123,174,0,False,False,False,0,3,3,0.3,2025-02-14,492,58,91,70,29,88,106,1.25,Documentary,107,1995,24|15|31,28|74|29,403,262,TV Movie|Romance|Science Fiction,5.6,1987,130,France,False,False,9,66,8,2530
263,23,13,False,True,False,1,0,15,4.6,2025-01-08,101,225,110,59,19,22,10,0.56,Family|Western|Action,95,1991,38,30|64,249,854,Horror|War|Action,9.3,2023,162,USA,False,False,21,14,29,207
438,71,12,False,True,True,2,2,18,6.3,2025-03-14,697,237,20,65,35,36,215,0.39,War|Fantasy|Documentary,110,1993,23,75|31,384,97,Documentary|Crime,7.7,2020,181,Korea,True,False,38,74,49,836
497,135,7,False,True,False,3,0,11,4.4,2026-04-07,881,473,65,70,9,38,145,0.23,Documentary|TV Movie|Thriller,117,2000,8,48,494,143,Fantasy|Adventure|Action,6.9,2005,158,Germany,False,False,24,21,26,2973
270,50,10,False,True,True,0,3,15,5.0,2026-04-08,563,335,47,12,32,12,217,0.9,Horror,132,1986,12|5,63|11,272,685,Action,8.6,2009,77,Germany,False,False,17,54,26,4882
396,17,3,False,False,False,2,1,6,1.7,2025-04-10,1121,202,49,48,19,4,68,0.9,History,104,1997,19|40,21,226,494,History,5.6,2009,135,Germany,True,False,10,49,17,228
175,17,10,False,False,False,3,1,14,3.6,2025-10-23,569,7,95,78,28,88,241,1.07,TV Movie|Documentary|Romance,163,2005,3|50,39,265,510,Comedy|History|Drama,5.0,1986,129,UK,False,False,34,60,44,3889
298,73,7,False,False,False,3,5,15,3.4,2025-12-19,273,51,66,14,21,103,56,0.45,History,97,1989,14|42|36,23,311,620,Action|Animation|Adventure,6.0,1984,112,UK,False,False,22,11,40,2367
417,126,8,False,False,True,1,5,15,3.8,2026-06-23,857,14,90,44,24,94,92,1.1,Animation|War|Western,160,2020,50|17|43,34|52,252,7,Action|Romance|Comedy,5.2,2001,108,France,False,False,27,77,25,2448
281,46,1,True,False,True,1,1,5,3.0,2025-08-25,450,246,82,11,26,113,20,1.33,Comedy|Western,75,2019,54|43,21|36|29,205,579,Mystery|Science Fiction,9.2,2010,166,Germany,True,False,37,70,30,1366
442,66,7,True,True,False,2,4,15,5.3,2025-10-19,521,124,63,50,31,142,241,1.31,Adventure,127,2025,43|17|41,48,536,696,Comedy,6.1,2015,107,Japan,False,False,38,22,33,3174
443,56,10,False,False,False,2,5,17,3.5,2026-06-20,414,164,86,5,31,84,55,1.13,Crime|Comedy|TV Movie,157,2021,26|54,28|76|64,184,561,Action|Fantasy,7.7,2003,187,Korea,False,True,43,75,9,88
142,130,5,False,True,True,3,3,13,5.5,2026-01-04,211,412,72,76,28,97,113,1.05,Fantasy|War,107,2013,52,40|49|7,65,547,History|Romance|Music,5.7,1982,137,USA,False,True,31,20,47,126
410,9,2,True,False,False,0,5,8,1.9,2026-04-20,559,459,100,1,12,132,119,1.02,Animation|History,83,1995,33|53|16,14,587,787,Fantasy|Crime|Comedy,5.4,1984,92,India,False,True,60,38,8,4677
78,83,5,False,True,True,1,2,10,4.4,2025-06-06,932,413,35,65,2,127,253,1.31,Drama|Mystery|Fantasy,133,2010,23,69,243,366,Fantasy|Romance|Family,7.7,1983,171,India,True,False,46,70,13,1950
243,64,8,False,False,False,2,4,14,3.0,2025-02-02,238,139,115,66,2,9,87,0.38,Mystery|History,116,1996,9|57,56,74,133,Documentary|Western|Romance,6.7,2007,154,India,False,False,60,74,36,697
268,46,11,True,False,False,1,4,17,4.1,2025-10-25,661,177,76,40,32,21,41,0.78,Adventure|Crime|Documentary,111,1985,43,60,431,305,Family|Drama,5.2,2020,110,Japan,False,False,18,6,3,3549
486,95,3,True,True,False,0,2,7,3.3,2025-10-25,372,468,102,33,35,29,84,0.79,Animation|Documentary,104,2005,44|55,31|70|14,594,737,Romance,5.2,1994,184,UK,False,False,34,52,18,321
401,114,14,True,False,False,2,0,17,4.8,2026-02-15,530,481,63,52,0,136,291,0.39,Fantasy,104,2002,35,60|68,41,475,Science Fiction,8.0,2011,104,Canada,False,False,39,43,37,3838
461,61,7,True,False,False,2,1,11,3.5,2025-02-08,839,54,20,30,25,74,124,0.68,Action|Horror|Music,127,2013,49,74|9|41,434,508,Documentary|History,8.1,2011,179,USA,False,False,39,68,5,2396
443,114,8,True,False,False,3,4,16,4.5,2025-04-21,502,457,43,74,20,22,175,0.86,Adventure,100,2014,28,41|47|61,537,291,TV Movie|Mystery,5.3,2012,86,USA,True,False,29,20,45,4379
196,191,10,False,False,False,3,0,13,3.5,2025-08-01,1016,418,80,17,11,77,189,1.0,Western|Animation,83,1998,57,5,128,730,Western|Music,4.5,1986,78,India,False,False,52,60,34,59
483,32,2,False,False,False,0,2,4,0.6,2025-07-04,1050,150,26,64,31,5,84,0.7,Western|TV Movie,139,2019,6|46,64|40,595,286,Drama,7.7,2004,119,Germany,False,False,48,51,23,4852
4,168,15,False,False,False,2,1,18,4.1,2025-08-10,491,250,90,27,38,77,130,1.12,Animation,98,1991,43|16|17,39,107,551,Animation|Mystery,9.3,2002,113,UK,False,False,29,32,2,3903
464,190,10,True,False,False,1,0,12,3.5,2026-01-02,53,80,77,71,36,19,48,1.04,Mystery,159,2024,11,67,427,277,Science Fiction|Music,5.4,2022,179,Japan,False,False,18,41,41,4993
7,109,10,False,True,False,3,0,14,5.0,2025-10-12,789,252,2,38,40,54,165,0.69,Mystery,112,2025,15,46|62,555,556,Comedy|Horror,6.2,2018,145,USA,True,False,5,15,35,2422
414,148,6,False,True,False,0,2,9,2.9,2025-01-15,1038,352,23,15,1,23,70,1.19,History,115,2010,29,71,554,501,Animation|Horror,7.7,2017,94,India,False,True,16,1,3,1718
20,49,2,False,False,False,2,5,9,1.9,2026-01-13,355,205,35,7,36,28,227,0.69,Mystery|Romance,130,2006,39,56|28|58,387,566,TV Movie|Crime|Western,9.3,2010,187,Japan,False,False,9,75,5,4202
108,125,4,False,False,False,2,2,8,2.0,2026-04-11,1050,29,60,13,29,75,178,0.91,Romance|TV Movie,160,2005,21|44,51,199,539,War|Family|Horror,7.3,1986,84,USA,True,False,14,16,13,758
229,39,5,True,False,True,0,2,9,3.4,2025-05-14,324,65,120,0,17,57,129,0.71,Horror|Animation|Thriller,158,1993,19,43,457,731,History|Thriller,7.5,1987,172,Korea,False,False,20,70,24,4448
461,64,11,False,False,True,0,1,13,3.5,2025-09-22,786,480,37,80,9,33,299,0.65,TV Movie,167,2013,14,12,20,260,Romance|Comedy,7.0,2023,184,Canada,False,True,5,14,34,3519
177,15,15,False,True,False,2,0,18,5.5,2025-09-15,539,306,10,75,36,112,221,0.41,Adventure,163,1988,26,78|34|66,240,306,Science Fiction|Mystery,8.4,2005,153,Japan,True,False,25,47,31,1042
11,166,5,False,False,False,3,3,11,2.8,2026-05-11,291,285,75,74,24,102,191,0.33,Romance,105,2015,56,6,331,721,Comedy|Science Fiction|History,4.9,2021,178,Germany,False,False,40,63,41,4030
463,19,3,False,False,False,3,4,10,2.5,2026-05-27,841,228,95,71,34,45,17,0.6,TV Movie,84,2003,4,60,121,195,Fantasy,4.2,1983,180,Japan,True,True,51,20,17,1934
218,132,11,True,True,False,0,2,15,4.9,2025-06-05,471,416,103,11,29,102,53,0.84,Adventure|Music,92,1996,58|8|28,44,432,45,History,6.4,2025,100,UK,False,False,23,77,48,2513
166,79,8,True,False,False,3,3,15,4.4,2025-05-26,360,420,76,24,5,127,264,0.4,Horror,134,2011,48|15|59,68|46,406,155,History|Western|Family,8.5,2012,127,France,False,False,20,21,24,625
417,35,15,True,False,False,2,4,22,5.4,2025-06-18,569,453,120,30,5,134,92,0.56,Romance|Drama,89,1988,53|28|13,47|61,50,875,History|Thriller|Western,4.3,2019,150,Germany,True,False,19,76,40,655
459,48,0,True,True,False,1,3,6,3.3,2025-01-26,1042,451,83,11,11,133,184,0.8,Comedy,127,1996,20|36,2,342,170,Family,5.2,2011,174,Italy,True,False,44,46,6,3425
272,37,5,False,False,False,0,0,5,1.0,2025-05-09,393,434,23,25,39,128,100,0.94,Family|Science Fiction|Adventure,129,2001,38,55|53,235,717,Adventure|Science Fiction|Thriller,6.0,2015,88,India,False,False,15,37,19,3906
482,25,7,False,False,False,3,2,12,3.1,2025-05-16,866,77,86,68,12,131,167,0.76,Family|History,146,1986,16,73|69,80,237,Animation|Adventure,6.0,2007,140,Japan,False,False,2,77,18,3637
97,141,8,False,False,True,1,5,15,3.8,2025-11-09,584,386,47,41,17,68,206,0.73,Adventure|Family,80,2010,56|9|10,69,423,192,Crime|Science Fiction,6.2,1998,108,Korea,False,False,50,51,38,2885
219,57,14,False,False,False,2,0,16,3.8,2025-08-28,797,64,1,80,34,91,265,0.88,History|Comedy,119,2005,54|48,51|73|76,374,18,History|Fantasy,9.1,2009,95,Japan,False,False,39,62,31,1874
163,46,2,True,False,True,2,0,6,3.6,2026-02-12,35,460,40,31,0,19,54,0.6,Documentary|Western|Romance,162,1992,56,23|56,563,175,Music,5.1,2006,182,USA,False,False,4,4,49,3058
474,111,13,False,False,False,3,5,21,4.6,2025-04-21,113,338,79,24,35,96,214,1.12,Western|Drama,166,2013,27,72|36,404,826,Western,4.7,2023,136,Italy,False,False,41,66,26,4817
92,115,9,False,False,True,2,5,17,4.5,2025-05-12,476,244,26,27,35,89,145,1.23,War,117,2014,53,56|76|2,378,58,Mystery|Family,5.8,2013,79,Korea,False,False,9,21,16,1298
353,46,5,False,False,False,3,1,9,2.6,2025-10-18,609,379,48,34,10,23,284,1.37,Thriller|Adventure|Western,144,2008,18|52|36,11|21,164,358,History|Drama,7.1,2000,146,UK,True,False,42,6,37,1364
138,93,9,False,False,False,2,1,12,2.9,2025-07-31,1012,120,25,4,0,94,192,0.87,Animation|Music,116,1987,23|14,37|9|30,563,872,Family|Western,6.2,1982,183,USA,True,False,10,37,39,3018
285,134,13,False,False,False,3,3,19,4.4,2025-03-11,355,88,7,19,10,118,57,0.47,Animation|War|Western,76,1998,15|41,52|59|22,478,888,TV Movie|Mystery,8.2,2011,130,Italy,False,False,48,18,34,363
243,37,0,False,False,False,0,2,2,0.2,2025-06-11,166,486,87,8,21,45,104,0.39,Romance|Documentary|Drama,149,2008,32|52|36,12,237,854,TV Movie|Animation|Music,5.8,2002,162,Japan,False,False,59,7,19,2060
462,95,1,True,False,False,3,2,7,2.9,2025-08-30,465,436,32,0,20,129,218,0.63,Animation,136,2019,8|2,37|46,109,517,Science Fiction,4.9,2012,130,India,False,False,54,19,48,3603
124,129,6,True,False,False,2,0,9,3.2,2025-08-15,420,227,46,61,29,14,64,0.95,War|History,107,1992,7|18|58,19|48,407,875,Family|Thriller,7.7,2020,133,Korea,False,False,42,34,25,3801
181,126,5,True,False,False,2,4,12,3.4,2025-10-23,1192,187,73,20,2,119,254,0.25,Music,133,1995,25,45|56,75,415,Comedy|Romance,8.0,2000,127,France,False,False,41,38,1,4399
249,148,6,False,False,False,2,2,10,2.4,2025-03-28,890,388,61,12,4,70,207,0.99,Comedy|TV Movie|Documentary,78,1986,12|4,68|32|7,513,124,TV Movie|Adventure|Family,6.6,2011,137,Germany,False,True,24,32,46,2910
300,33,14,False,False,True,2,5,22,5.5,2026-04-07,937,374,53,5,24,26,67,0.54,History,96,1996,32|38,57,562,396,Comedy,5.0,2007,123,Japan,False,False,28,41,2,4064
322,63,13,False,True,False,3,2,19,5.8,2025-08-01,655,359,42,42,1,134,101,0.23,Western,135,1991,13|29|11,43|74|45,166,122,TV Movie|Thriller|History,7.0,2014,186,USA,True,False,6,74,31,4109
385,130,12,False,True,False,2,1,16,5.0,2025-10-16,730,189,71,73,23,26,82,0.31,Music|Romance,96,2009,3|59|51,37|19|74,31,485,Horror|Western,6.4,1983,87,UK,False,False,41,78,21,1928
139,47,11,False,True,False,0,2,14,3.9,2025-05-29,781,198,111,31,23,145,144,1.04,Crime|Western,121,1995,37,63|55|35,477,222,Adventure|Science Fiction,8.6,1980,165,France,True,False,29,78,25,2107
410,112,8,True,False,False,0,1,10,2.7,2026-04-18,1082,114,92,67,34,97,275,0.21,Science Fiction|Drama|Adventure,114,2009,54,10,166,376,Horror,6.9,2015,147,Canada,True,False,27,28,33,4068
138,88,6,False,False,False,3,1,10,2.8,2026-06-21,355,125,48,32,10,91,51,0.93,Western|TV Movie|Animation,168,2021,31,46|37,210,144,History|Action|Music,6.7,2011,108,India,False,False,11,27,41,4577
264,124,15,False,True,False,2,2,20,5.7,2025-01-11,882,99,61,65,21,63,217,0.66,Mystery|Drama|Western,144,1997,48|9|15,46|74|18,288,808,Science Fiction|Drama|Action,6.9,1981,153,India,True,False,60,50,20,3781
113,140,9,False,False,False,2,2,13,3.0,2025-09-05,1166,402,67,43,30,87,232,0.26,Fantasy,82,1988,29|59,21,10,672,Mystery|Documentary|Horror,5.2,1981,183,Italy,True,False,9,64,22,4113
81,75,9,False,False,False,1,2,12,2.5,2026-05-31,622,104,1,66,9,8,274,1.28,Adventure|Documentary,126,2019,4|39,17,374,850,Adventure|Western|Science Fiction,5.7,2017,87,Japan,False,False,17,35,27,1547
312,49,11,False,False,False,3,1,15,3.8,2026-06-21,291,48,99,71,25,122,171,1.16,Western|Drama|War,162,1998,29|21,45|78|54,40,732,Horror,7.7,1999,164,Italy,True,False,40,19,8,1265
333,199,6,False,False,False,1,5,12,2.2,2025-02-03,713,11,21,14,3,65,69,0.54,Mystery,102,1998,36,43,427,251,Animation|Action|Thriller,7.8,1980,90,Germany,False,True,9,75,42,3613
498,11,2,True,False,True,2,5,11,4.1,2025-08-26,201,327,1,72,30,123,27,1.05,Animation,154,2002,21|36|7,75,291,139,Documentary|Crime|Adventure,8.5,2020,171,Italy,False,False,11,56,24,3462
452,96,7,False,False,False,3,5,15,3.4,2026-01-26,750,458,42,58,30,11,230,0.98,History,141,1994,30|9,39|7|2,542,853,Drama|TV Movie,7.8,1984,104,Italy,False,True,3,76,36,1379
284,181,10,True,True,True,2,2,17,6.9,2026-06-14,82,330,72,22,4,73,283,0.84,Science Fiction|Family|Mystery,105,2021,2|43,1|45|35,24,485,War,5.4,1988,102,Japan,False,False,26,53,35,2162
46,79,7,False,True,False,2,5,15,4.4,2025-10-05,511,383,47,56,31,72,30,0.85,Comedy|Crime,146,2009,2,76|15,342,258,Action,8.4,1985,143,UK,True,False,36,8,46,4940
215,66,15,True,False,False,0,3,19,4.3,2026-02-06,423,135,35,23,40,12,265,0.38,Fantasy|Crime,83,1992,22|20|53,31|13|54,516,214,Crime,5.5,2024,105,Korea,False,False,33,23,34,3729
413,70,7,True,False,True,1,3,13,4.4,2025-04-29,735,268,81,52,20,146,25,0.93,History|Documentary,113,2010,46|13,17,545,738,Western,6.1,1989,170,Iran,True,False,56,47,22,662
412,19,9,True,False,False,1,1,12,3.4,2025-12-24,535,55,72,61,32,60,178,0.92,Action,76,2020,4|22|31,43|40,520,486,Comedy|TV Movie|Adventure,9.2,1983,102,UK,False,False,20,67,10,256
249,163,4,False,False,False,1,3,8,1.6,2025-02-21,196,289,97,6,37,80,70,0.45,Adventure,83,1989,18|47,30|55|2,338,343,Comedy|Documentary,8.2,1984,150,Korea,False,False,57,20,25,2591
240,12,10,False,True,False,3,3,17,5.3,2025-05-05,865,401,48,39,14,1,265,1.36,Drama,134,1987,25|7|47,69|59|72,373,774,Romance|Crime,8.7,1994,87,Italy,False,False,59,79,40,600
312,17,14,False,False,False,1,2,17,3.5,2025-01-27,841,318,118,78,27,48,144,0.95,Horror|TV Movie|Comedy,85,2023,10,44|40,86,214,Family|Adventure,6.3,1994,132,Korea,True,False,22,55,31,3196
127,71,1,False,False,False,0,0,1,0.2,2025-12-25,844,398,90,21,19,132,277,1.3,Music,110,1990,40|37|6,72|11|29,144,126,Mystery|Comedy|Thriller,4.7,2005,76,UK,False,False,7,14,23,1059
344,99,1,False,True,False,2,5,9,3.2,2025-04-09,860,313,84,61,0,83,88,0.42,Adventure|Science Fiction|Drama,88,2024,38|56,49,509,736,Adventure|Western|Crime,6.8,2011,180,India,False,False,5,52,39,4775
311,24,3,False,False,True,0,2,6,2.0,2025-08-10,240,482,105,21,23,79,172,1.01,Western,167,1992,30,19,414,13,TV Movie,8.5,1994,164,UK,False,False,40,38,7,2763
224,167,13,False,False,False,3,1,17,4.2,2025-09-21,913,248,105,44,37,65,90,0.25,Music|Action|TV Movie,98,1989,2,60,204,402,Music|History|Horror,4.1,2014,118,Iran,True,False,4,23,46,4609
42,116,7,False,False,True,3,4,15,4.5,2026-05-22,206,328,119,45,12,138,98,0.4,History,130,2011,21,8|75|5,281,298,Romance|Documentary|War,9.2,1989,82,France,False,False,41,40,24,1024
370,60,12,False,True,False,1,4,18,4.8,2025-05-01,511,478,29,46,30,122,149,0.71,Documentary|Fantasy,74,2011,48,17|56|49,206,747,War,5.5,1982,164,Japan,False,False,46,2,48,1723
204,112,9,False,True,False,1,3,14,4.1,2025-10-01,1024,237,84,77,37,7,56,0.83,Romance,118,1995,20|10|31,65,245,736,Mystery|Documentary|Fantasy,4.1,1991,87,Iran,False,False,32,67,30,4658
493,153,9,True,False,False,2,3,15,4.1,2026-02-04,1050,283,45,0,32,101,11,1.0,History|Family,104,2000,19,13,18,605,Western|History|Music,8.1,1984,97,Canada,False,False,2,37,10,3465
282,178,3,True,False,False,2,5,11,3.1,2025-05-14,655,150,56,70,25,119,35,0.64,Action|Documentary,105,2004,25,54,71,3,Family,7.2,2004,141,USA,False,True,16,38,40,799
331,136,1,False,False,False,2,2,5,1.4,2025-07-17,1170,464,116,2,34,137,112,1.38,Thriller,129,1991,8|34|46,29,450,297,Adventure|Music|Thriller,5.4,2000,98,Italy,False,False,6,28,37,2935
30,1,6,True,False,True,1,0,9,3.9,2025-06-15,914,397,2,50,3,74,53,0.65,Action|Adventure,106,1985,17|48|34,56,563,227,Music,7.2,1996,172,Korea,False,False,40,62,12,1893
244,110,11,True,True,False,1,0,14,5.2,2025-01-24,993,162,11,77,35,32,294,1.19,Crime,136,2022,47,11|27,519,230,Family,5.0,1998,154,Germany,False,False,10,61,47,2893
455,97,7,True,False,False,3,5,16,4.4,2026-04-14,542,109,91,51,29,4,229,0.49,TV Movie|Western|War,140,1996,54|56,56|3|66,346,782,Mystery|Drama,5.4,2021,148,Japan,False,False,41,35,44,4948
358,152,1,True,False,False,2,4,8,2.6,2025-10-10,28,278,37,33,35,110,134,1.22,Crime|Family,101,2011,12,34|13,20,687,Fantasy,8.8,1989,114,France,False,True,52,28,11,1762
190,102,3,False,False,False,0,5,8,1.1,2025-08-08,862,266,104,2,0,44,10,1.18,War|TV Movie,147,1992,17|50,72,97,896,Fantasy|Romance|Music,8.1,1987,168,Canada,True,False,26,78,44,3959
374,122,0,True,True,False,3,2,7,4.2,2026-06-14,941,435,63,63,17,42,298,1.13,Horror|Animation,123,1986,37,50,254,791,Music|Action,9.0,2008,105,India,False,False,2,18,10,3280
217,71,14,False,False,False,0,0,14,2.8,2025-11-29,500,148,98,28,18,13,111,1.37,Mystery,106,2013,42|32,42|23,55,822,Documentary|Animation,6.3,2024,102,Canada,False,False,19,25,21,646
299,34,2,False,False,False,2,2,6,1.6,2025-09-12,638,320,52,65,6,131,240,0.65,Documentary|Family,100,1995,1,31|76|30,520,630,Western|Romance|Horror,6.8,2013,123,Korea,False,False,23,14,46,2588
135,124,11,True,False,True,3,1,17,6.0,2025-07-06,438,350,84,50,7,38,228,0.89,Animation|Drama,122,2001,52|58,71|35,144,299,History|Fantasy|Family,7.5,2004,166,India,True,False,31,73,44,4552
430,149,7,False,False,False,1,3,11,2.2,2025-06-30,735,232,2,58,20,133,2,0.8,Science Fiction,73,1992,46|51|48,7,492,542,Fantasy|Music,7.0,2014,83,India,False,False,28,43,23,902
376,69,7,True,True,False,2,1,12,5.0,2026-05-06,566,177,0,33,33,107,34,0.72,History|Horror|Western,164,2012,35,39|8,116,773,Science Fiction|Crime,4.3,1999,177,India,False,True,2,50,33,3596
218,140,6,True,False,False,3,2,12,3.9,2025-12-29,167,359,49,44,22,45,146,1.39,Crime|Western|Horror,138,1986,56|11|49,74|41|24,103,187,TV Movie,4.3,2000,190,USA,False,False,41,35,3,1797
200,127,4,True,True,False,2,4,12,4.7,2026-05-26,293,23,120,14,10,15,167,0.78,Horror|Fantasy|Romance,96,1985,28|50|9,37|70|54,258,582,Action|Romance,4.9,2010,101,Japan,False,False,3,35,31,2165
126,112,7,False,True,False,0,2,10,3.1,2025-03-02,434,452,112,8,23,133,248,1.34,Science Fiction|Music|Animation,154,1991,32|57|3,13|70,100,35,Adventure|Western,8.0,2010,175,Italy,False,False,44,46,18,3295
